topic,subtopic,content
Takikardia Supraventrikular,Diagnosis Takikardia Supraventrikular,"Dokter akan terlebih dahulu bertanya kepada pasien terkait hal-hal berikut:
- Gejala yang dialami
- Penyakit yang pernah atau sedang diderita
- Operasi yang pernah dilakukan
- Obat-obatan yang digunakan
- Gaya hidup yang dijalani
Setelah itu, dokter akan menjalankan pemeriksaan fisik, terutama mengecek jantung dan paru-paru menggunakan stetoskop.
Selanjutnya, untuk memastikan gejala, dokter dapat merekomendasikan beberapa pemeriksaan lanjutan, yaitu:
- Elektrokardiografi, untuk mendeteksi aktivitas listrik jantung

- Holter monitoring, untuk mendeteksi gangguan irama jantung yang tidak bisa ditemukan saat elektrokardiografi, dipakai selama 1â2 hari

- Ekokardiografi, untuk memeriksa struktur dan gerakan jantung

- Tes darah dan tes urine, untuk mendeteksi penyakit tiroid, kerusakan pada otot jantung, atau penggunaan obat-obatan terlarang
Jika pemeriksaan di atas masih kurang atau dokter ingin memeriksa kondisi jantung lebih lanjut, tes berikut juga bisa dilakukan:
- Stress test, untuk melihat respons jantung saat melakukan aktivitas fisik

- Elektrofisiologi jantung, untuk memetakan lokasi jaringan jantung yang menyebabkan gangguan irama jantung dengan menggunakan kateter

- Tes meja miring (tilt table test), untuk mengetahui respons jantung dan sistem saraf terhadap perubahan posisi tubuhÂ 

- Kateterisasi jantung, untuk mendeteksi masalah pada pembuluh darah jantung dan katup jantung.

"
Takikardia Supraventrikular,Pengobatan Takikardia Supraventrikular,"Pengobatan takikardia supraventrikular bertujuan untuk memperlambat denyut jantung dan mencegah kondisi yang lebih serius.Â
Penderita takikardia supraventrikular umumnya tidak memerlukan pengobatan apa pun. Namun, dokter akan menyarankan beberapa tindakan berikut jika kondisi ini terjadi secara terus-menerus dalam jangka panjang:
"
Takikardia Supraventrikular,Pengobatan Takikardia Supraventrikular: Obat-obatan,"Obat-obatan yang diberikan oleh dokter bertujuan untuk mengontrol detak jantung pasien. Beberapa obat yang digunakan adalah:
- Adenosine, untuk memperlambat atau menghambat impuls listrik yang menyebabkan jantung berdetak cepat. Obat ini hanya diberikan di rumah sakit untuk mengatasi takikardia supraventrikular yang tidak kunjung berhenti.Â 

- Obat penghambat beta, seperti bisoprolol, untuk memperlambat detak jantung. Dokter dapat memberikan obat ini untuk dikonsumsi secara rutin di rumah. Ikuti dosis dan aturan pakai obat yang diberikan dokter.

"
Takikardia Supraventrikular,Pengobatan Takikardia Supraventrikular: Kardioversi,"Kardioversi dilakukan dengan memberikan efek kejut listrik ke jantung sehingga detak jantung kembali normal. Tindakan ini dilakukan di rumah sakit atau di IGD.
"
Takikardia Supraventrikular,Pengobatan Takikardia Supraventrikular: Ablasi jantung,"Ablasi jantung dilakukan dengan memasukkan selang tipis melalui pembuluh darah ke jantung. Setelah itu, dokter akan mematikan jaringan jantung yang menghasilkan gangguan irama jantung dan aliran listrik yang tidak normal. Tindakan ini dilakukan setelah elektrofisiologi jantung.
"
Takikardia Supraventrikular,Pengobatan Takikardia Supraventrikular: Alat pacu jantung,"Alat pacu jantung ditanam di bawah kulit dekat tulang selangka. Tujuan pemasangan alat ini adalah untuk menormalkan detak jantung. Alat pacu jantung biasanya digunakan jika penanganan yang diberikan sebelumnya tidak bisa mengendalikan takikardia supraventrikular.
"
Takikardia Supraventrikular,Komplikasi Takikardia Supraventrikular,"Takikardia supraventrikular yang tidak ditangani dapat menyebabkan komplikasi, terutama jika pasien memiliki kondisi medis lain.Â  Beberapa komplikasi yang dapat terjadi adalah:
- Sering pingsan
- Syok kardiogenik
- Gagal jantung
- Henti jantung
"
Takikardia Supraventrikular,Pencegahan Takikardia Supraventrikular,"Takikardia supraventrikular dapat dicegah dengan menerapkan pola hidup sehat, seperti:
- Menghindari konsumsi minuman beralkohol dan berkafein secara berlebihan
- Berhenti merokok
- Menghindari penggunaan NAPZA, terutama kokain dan amphetamine

- Beristirahat dan tidur yang cukup
- Mengelola stres dengan baik
- Selalu mematuhi dosis dan aturan pakai saat mengonsumsi obat apa pun
- Mengonsumsi makanan sehat bergizi lengkap dan seimbang
- Membatasi asupan garam dan lemak jenuh
- Berolahraga rutin, minimal 30 menit setiap hari
"
Penyakit Jantung Rematik,Pengertian Penyakit Jantung Rematik,"Penyakit jantung rematik adalah kerusakan katup jantung akibat komplikasi dari demam rematik. Jika tidak segera mendapatkan penanganan, penyakit jantung rematik berisiko menyebabkan gagal jantung.
Demam rematik adalah peradangan yang terjadi di berbagai organ tubuh, termasuk jantung. Jika tidak segera ditangani, demam rematik dapat menyebabkan penyempitan atau kebocoran pada katup jantung. Akibatnya, penderita bisa terkena penyakit jantung rematik.

Penyakit jantung rematik bisa dialami oleh siapa saja. Namun, penyakit ini lebih sering menyerang anak-anak usia 5â15 tahun.
"
Penyakit Jantung Rematik,Pengertian Penyakit Jantung Rematik,"Demam rematik adalah peradangan yang terjadi di berbagai organ tubuh, termasuk jantung. Jika tidak segera ditangani, demam rematik dapat menyebabkan penyempitan atau kebocoran pada katup jantung. Akibatnya, penderita bisa terkena penyakit jantung rematik.

Penyakit jantung rematik bisa dialami oleh siapa saja. Namun, penyakit ini lebih sering menyerang anak-anak usia 5â15 tahun.
"
Penyakit Jantung Rematik,Penyebab Penyakit Jantung Rematik,"Penyakit jantung rematik disebabkan oleh demam rematik yang tidak tertangani. Demam rematik sendiri dapat disebabkan oleh infeksi bakteri Streptococcus grup A, atau Streptococcus pyogenes (demam scarlet). Infeksi tersebut menyebabkan tubuh menghasilkan respons sistem kekebalan yang menyerang jantung.
Ada beberapa faktor yang diduga dapat meningkatkan risiko seseorang menderita penyakit jantung rematik, yaitu:
- Tidak mendapatkan pengobatan infeksi Streptococcus secara tuntas, atau mengalami infeksi berulang
- Tinggal di lingkungan yang padat dan kumuh
- Sulit mendapatkan antibiotik
- Jarang mencuci tangan, terutama setelah bersin, batuk, atau sebelum makan
"
Penyakit Jantung Rematik,Gejala Penyakit Jantung Rematik,"Seperti yang telah disebutkan di atas, penyakit jantung rematik adalah komplikasi dari demam rematik. Maka dari itu, pasien umumnya mengalami gejala demam rematik terlebih dahulu, seperti:
- Demam
- Nyeri sendi
- Lemas
- Benjolan di bawah kulit
- Ruam kemerahan di kulit
- Kelelahan
- Gerakan tiba-tiba pada otot atau kaki (chorea)
Selain itu, kerusakan pada katup jantung umumnya menimbulkan berbagai gejala, antara lain:
- Nyeri dada
- Sesak napas
- Pembengkakan pada perut, tangan, atau kaki
- Bising jantung
- Jantung berdetak cepat
"
Penyakit Jantung Rematik,Gejala Penyakit Jantung Rematik: Kapan harus ke dokter,"Segera periksakan diri ke dokter jika Anda atau anak Anda mengalami gejala di atas atau bila gejala yang dialami sudah parah. Pertolongan medis juga diperlukan bila muncul gejala lain, seperti:
- Linglung
- Nyeri dada
- Sulit bernafas
- Pembengkakan dan nyeri pada sendi tubuh, seperti di lutut atau pergelangan kaki
- Penurunan kesadaran
"
Penyakit Jantung Rematik,Diagnosis Penyakit Jantung Rematik,"Dokter akan terlebih dahulu menanyakan gejala dan riwayat kesehatan pasien, kemudian melakukan pemeriksaan fisik. Setelah itu, dokter akan menjalankan pemeriksaan lanjutan untuk memastikan diagnosis, meliputi:
- Tes darah, untuk menghitung kadar sel darah putih yang dapat menandakan infeksi atau peradangan
- Foto Rontgen dada, untuk mengetahui kondisi paru-paru dan mendeteksi pembesaran pada jantung
- Elektrokardiografi, untuk menghitung denyut jantung dan memeriksa aktivitas listrik jantung
- Ekokardiografi, untuk mendeteksi kelainan pada jantung, pembuluh darah, aliran darah, dan kemampuan otot jantung dalam memompa darah
- MRI jantung, untuk mendeteksi kondisi katup jantung dan otot jantung
"
Penyakit Jantung Rematik,Pengobatan Penyakit Jantung Rematik,"Pengobatan penyakit jantung rematik tergantung pada gejala, usia, dan kondisi kesehatan pasien secara umum. Metode pengobatannya antara lain:
"
Penyakit Jantung Rematik,Pengobatan Penyakit Jantung Rematik: Obat-obatan,"Dokter dapat meresepkan beberapa obat-obatan untuk menangani gejala penyakit jantung rematik dan mencegah perburukan kondisi pasien. Jenis obat-obatan yang dapat diberikan oleh dokter antara lain:
- Antibiotik
Pemberian antibiotik harian dalam jangka panjang dilakukan untuk mengobati demam rematik pada anak-anak dan dewasa muda. Hal ini untuk mencegah kekambuhan atau komplikasi demam rematik.
- Steroid
Steroid diresepkan oleh dokter untuk meredakan peradangan pada jantung dan bagian tubuh lainnya.
"
Penyakit Jantung Rematik,Pengobatan Penyakit Jantung Rematik: Operasi,"Operasi juga dapat dilakukan bila penyakit jantung rematik makin memburuk dan tidak membaik dengan obat-obatan. Operasi dilakukan dengan cara memperbaiki atau mengganti katup jantung yang rusak.
"
Penyakit Jantung Rematik,Komplikasi Penyakit Jantung Rematik,"Penyakit jantung reumatik yang tidak mendapatkan penanganan dengan segera berisiko menimbulkan komplikasi serius, di antaranya:
- Gangguan irama jantung (aritmia)
- Atrial fibrilasi
- Gagal jantung
- Endokarditis
- Robekan pada katup jantung
"
Penyakit Jantung Rematik,Pencegahan Penyakit Jantung Rematik,"Penyakit jantung reumatik dapat dicegah dengan menghindari berbagai faktor yang menyebabkan infeksi bakteri Streptococcus. Beberapa upaya yang dapat dilakukan untuk mencegah penyakit jantung rematik adalah:
- Mencuci tangan dengan sabun dan air mengalir, terutama sebelum mengolah makanan atau sebelum makan
- Menghindari penyebaran bakteri dengan tidak berbagi peralatan makan, handuk, dan sarung bantal
- Menutup mulut dan hidung saat bersin atau batuk
- Mengonsumsi makanan bergizi lengkap seimbang
- Mencukupi waktu tidur malam dan istirahat
- Menjalani pemeriksaan jantung dan mengonsumsi antibiotik bila memiliki riwayat demam rematik
"
Torsade de Pointes,Pengertian Torsade de Pointes,"Torsade de pointes adalah kelainan jantung berupa kecepatan denyut pada bilik jantung (ventrikel) yang melebihi batas normal. Kondisi ini dapat disebabkan oleh kelainan bawaan atau efek samping obat-obatan. Jika tidak segera ditangani, torsade de pointes dapat menyebabkan henti jantung mendadak.
Jantung memiliki empat ruang utama yang dibagi menjadi dua, yaitu dua ruang bagian bawah (bilik jantung) dan dua ruang bagian atas (atrium). Kedua ruangan ini berfungsi untuk menerima dan memompa darah di jantung.

Pada torsade de pointes, bilik jantung berdetak lebih cepat dan tidak selaras dengan denyut pada atrium. Perlu diketahui, denyut jantung manusia pada kondisi normal adalah 60â100 per menit. Sementara pada torsade de pointes, bilik jantung dapat berdenyut hingga 150â300 per menit.
"
Torsade de Pointes,Pengertian Torsade de Pointes,"Jantung memiliki empat ruang utama yang dibagi menjadi dua, yaitu dua ruang bagian bawah (bilik jantung) dan dua ruang bagian atas (atrium). Kedua ruangan ini berfungsi untuk menerima dan memompa darah di jantung.

Pada torsade de pointes, bilik jantung berdetak lebih cepat dan tidak selaras dengan denyut pada atrium. Perlu diketahui, denyut jantung manusia pada kondisi normal adalah 60â100 per menit. Sementara pada torsade de pointes, bilik jantung dapat berdenyut hingga 150â300 per menit.
"
Torsade de Pointes,Penyebab Torsade de Pointes,"Torsade de pointes adalah kondisi di mana bilik jantung berdenyut lebih cepat daripada batas normal. Kondisi ini dapat disebabkan oleh dua hal, yaitu:
"
Torsade de Pointes,Penyebab Torsade de Pointes: Congenital long QT syndrome,"Congenital long QT syndrome adalah kelainan bawaan yang menyebabkan gangguan aktivitas listrik pada bilik jantung. Sindrom ini dinamai demikian karena terjadi pemanjangan interval gelombang QRS ke T pada pemeriksaan rekam jantung (EKG).
Makin sering seseorang mengalami pemanjangan interval QT, maka risiko terkena torsade de pointes makin tinggi.
"
Torsade de Pointes,Penyebab Torsade de Pointes: Obat-obatan,"Selain disebabkan oleh kelainan bawaan, torsade de pointes juga dapat disebabkan oleh efek samping obat-obatan tertentu. Beberapa obat-obatan tersebut adalah:
- Antijamur, seperti fluconazole, ketoconazole, atau pentamidine
- Antidepresan, seperti citalopram atau escitalopram

- Antipsikotik, seperti haloperidol atau thioridazine
- Antibiotik golongan makrolid, seperti erythromycin, clarithromycin, atau azithromycin
- Antiaritmia, seperti quinidine, procainamide, atau disopyramide
- Antiemetik (obat mual dan muntah), seperti ondansetron, dolasetron, atau droperidol
"
Torsade de Pointes,Faktor risiko torsade de pointes,"Berikut ini adalah beberapa faktor yang dapat meningkatkan risiko seseorang mengalami torsade de pointes:
- Berjenis kelamin wanita
- Berusia di atas 65 tahun
- Menderita penyakit jantung

- Memiliki riwayat long QT syndrome dalam keluarga
- Mengonsumsi diuretik

- Mengalami denyut jantung yang melambat (bradikardia)
- Memiliki kadar kalsium rendah (hipokalsemia), kadar magnesium rendah (hipomagnesemia), atau kadar kalium rendah (hipokalemia)
- Menderita penyakit hati atau ginjal
"
Torsade de Pointes,Gejala Torsade de Pointes,"Pada sebagian kasus, torsade de pointes tidak menimbulkan gejala apa pun. Kondisi ini bisa timbul secara mendadak.
Gejala yang dapat timbul pada penderita meliputi:
- Jantung berdebar (palpitasi) secara tiba-tiba
- Pusing
- Mual
- Keringat dingin
- Nyeri dada
- Sesak napas
- Rasa seperti akan pingsan
- Penurunan kesadaran
Pada penderita long QT syndrome, gejala-gejala di atas dapat muncul karena dipicu oleh stres, rasa takut, atau aktivitas fisik yang berat.
"
Torsade de Pointes,Gejala Torsade de Pointes: Kapan harus ke dokter,"Lakukan pemeriksaan kesehatan secara rutin jika Anda menderita atau memiliki riwayat long QT syndrome dalam keluarga. Anda juga perlu berkonsultasi kepada dokter terkait penggunaan obat-obatan yang dapat menyebabkan torsade de pointes.
Segera ke dokter jika Anda sering merasakan jantung berdetak sangat cepat, disertai rasa pusing atau pingsan secara tiba-tiba. Penting untuk melakukan pemeriksaan sejak dini demi mencegah terjadinya kondisi yang lebih buruk.
"
Torsade de Pointes,Diagnosis Torsade de Pointes,"Dokter akan memulihkan kondisi pasien terlebih dahulu sebelum melakukan diagnosis. Pasien yang dibawa ke dokter biasanya telah mengalami gejala torsade de pointes secara berulang.
Setelah memulihkan kondisi pasien, dokter akan menanyakan riwayat kesehatan pasien dan keluarga, serta obat-obatan yang dikonsumsi pasien. Selanjutnya, dokter akan melakukan pemeriksaan fisik, seperti mendengarkan denyut dan irama jantung, memeriksa denyut nadi, serta memeriksa tekanan darah pasien.
Untuk menegakkan diagnosis, dokter akan melakukan beberapa pemeriksaan lanjutan, yaitu:
- Elektrokardiogram (EKG), untuk merekam aktivitas listrik jantung
- Tes darah, termasuk tes elektrolit dan enzim jantung, untuk memeriksa kadar elektrolit dalam tubuh, serta mendeteksi jika terjadi gangguan aliran darah pada otot jantung
- Pemindaian, seperti foto Rontgen dada dan USG jantung (ekokardiografi), untuk mendeteksi kelainan pada struktur dan katup jantung
"
Torsade de Pointes,Pengobatan Torsade de Pointes,"Torsade de pointes dapat menimbulkan kondisi gawat darurat yang mengakibatkan penderitanya tidak sadarkan diri. Jika Anda melihat seseorang mengalami keadaan tersebut, berikan pertolongan pertama dengan melakukan CPR sambil menunggu petugas medis datang.
Jika terdapat alat automated external defibrillator (AED) di dekat Anda, maka pasanglah alat tersebut pada tubuh penderita sambil menunggu petugas medis datang. Selain dapat memandu CPR, alat ini juga dapat memberikan kejutan listrik ke jantung secara otomatis.
Pada pasien yang telah dibawa ke rumah sakit, dokter akan memberikan penanganan darurat. Beberapa penanganan darurat yang dapat diberikan oleh dokter adalah:
- Pemasangan infus dan alat bantu napas
- Pemasangan alat kejut jantung (defibrilator), untuk mengembalikan irama jantung yang normal
- Pemberian infus elektrolit sesuai kekurangan kadar elektrolit yang terjadi
- Pemberian suntik magnesium
- Pemberian obat isoprenaline, untuk menurunkan interval QT
- Pemasangan alat pacu jantung sementara dengan selang yang dimasukkan melalui pembuluh darah leher
Selain itu, dokter juga dapat memberikan beberapa pengobatan jangka panjang, seperti:
- Pemberian obat penghambat beta

- Penghentian dan penggantian obat-obatan yang dapat memicu torsade de pointes
- Pemasangan alat pacu jantung permanen jika obat-obatan tidak memperbaiki kondisi pasien
- Pemotongan saraf simpatis dada kiri (high left thoracic symphathectomy) jika obat-obatan dan pemasangan alat pacu jantung tidak menyembuhkan kondisi pasien
- Pemasangan implan defibrilator (implantable cardioverter-defibrillators atau ICD) jika semua terapi di atas tidak efektif
"
Torsade de Pointes,Komplikasi Torsade de Pointes,"Torsade de pointes merupakan kondisi gawat darurat. Jika tidak segera ditangani, torsade de pointes dapat menimbulkan beberapa komplikasi yang serius, yaitu:
- Takikardia ventrikel
- Fibrilasi ventrikel
- Henti jantung mendadak
- Kematian
"
